Year,Month,Day,Hour,Value
2009,4,2,6,5730
2009,4,2,7,6075
2009,4,2,8,6276
2009,4,2,9,6308
2009,4,2,10,6212
2009,4,2,11,6190
2009,4,2,12,6232
2009,4,2,13,6060
2009,4,2,14,5861
2009,4,2,15,5752
2009,4,2,16,5677
2009,4,2,17,5625
2009,4,2,18,5859
2009,4,2,19,6535
2009,4,2,20,6450
2009,4,2,21,5971
2009,4,2,22,5385
2009,4,2,23,5055
2009,4,3,0,4889
2009,4,3,1,4806
2009,4,3,2,4752
2009,4,3,3,4732
2009,4,3,4,4868
2009,4,3,5,5192
2009,4,3,6,5741
2009,4,3,7,6092
2009,4,3,8,6182
2009,4,3,9,6138
2009,4,3,10,6041
2009,4,3,11,5987
2009,4,3,12,5911
2009,4,3,13,5750
2009,4,3,14,5546
2009,4,3,15,5435
2009,4,3,16,5381
2009,4,3,17,5343
2009,4,3,18,5568
2009,4,3,19,6424
2009,4,3,20,6506
2009,4,3,21,6033
2009,4,3,22,5542
2009,4,3,23,5087
2009,4,4,0,4806
2009,4,4,1,4693
2009,4,4,2,4612
2009,4,4,3,4626
2009,4,4,4,4632
2009,4,4,5,4635
2009,4,4,6,4777
2009,4,4,7,5055
2009,4,4,8,5175
2009,4,4,9,5157
2009,4,4,10,5168
2009,4,4,11,4991
2009,4,4,12,4909
2009,4,4,13,4849
2009,4,4,14,4818
2009,4,4,15,4796
2009,4,4,16,4748
2009,4,4,17,4750
2009,4,4,18,5057
2009,4,4,19,5896
2009,4,4,20,6057
2009,4,4,21,5706
2009,4,4,22,5146
2009,4,4,23,4697
2009,4,5,0,4491
2009,4,5,1,4312
2009,4,5,2,4255
2009,4,5,3,4222
2009,4,5,4,4255
2009,4,5,5,4250
2009,4,5,6,4263
2009,4,5,7,4369
2009,4,5,8,4452
2009,4,5,9,4435
2009,4,5,10,4397
2009,4,5,11,4368
2009,4,5,12,4347
2009,4,5,13,4289
2009,4,5,14,4286
2009,4,5,15,4288
2009,4,5,16,4316
2009,4,5,17,4366
2009,4,5,18,4692
2009,4,5,19,5507
2009,4,5,20,5624
2009,4,5,21,5218
2009,4,5,22,4795
2009,4,5,23,4504
2009,4,6,0,4257
2009,4,6,1,4169
2009,4,6,2,4143
2009,4,6,3,4218
2009,4,6,4,4401
2009,4,6,5,4802
2009,4,6,6,5459
2009,4,6,7,5871
2009,4,6,8,6004
2009,4,6,9,6019
2009,4,6,10,5954
2009,4,6,11,5904
2009,4,6,12,5970
2009,4,6,13,5821
2009,4,6,14,5654
2009,4,6,15,5572
2009,4,6,16,5465
2009,4,6,17,5446
2009,4,6,18,5684
2009,4,6,19,6514
2009,4,6,20,6476
2009,4,6,21,5957
2009,4,6,22,5356
2009,4,6,23,4998
2009,4,7,0,4783
2009,4,7,1,4680
2009,4,7,2,4605
2009,4,7,3,4625
2009,4,7,4,4810
2009,4,7,5,5103
2009,4,7,6,5709
2009,4,7,7,6065
2009,4,7,8,6150
2009,4,7,9,6089
2009,4,7,10,6037
2009,4,7,11,5996
2009,4,7,12,5928
2009,4,7,13,5959
2009,4,7,14,5670
2009,4,7,15,5502
2009,4,7,16,5493
2009,4,7,17,5429
2009,4,7,18,5673
2009,4,7,19,6473
2009,4,7,20,6539
2009,4,7,21,6028
2009,4,7,22,5417
2009,4,7,23,5090
2009,4,8,0,4938
2009,4,8,1,4836
2009,4,8,2,4774
2009,4,8,3,4810
2009,4,8,4,4886
2009,4,8,5,5135
2009,4,8,6,5776
2009,4,8,7,6081
2009,4,8,8,6188
2009,4,8,9,6065
2009,4,8,10,5993
2009,4,8,11,5961
2009,4,8,12,5966
2009,4,8,13,5879
2009,4,8,14,5775
2009,4,8,15,5652
2009,4,8,16,5601
2009,4,8,17,5469
2009,4,8,18,5690
2009,4,8,19,6463
2009,4,8,20,6509
2009,4,8,21,5968
2009,4,8,22,5425
2009,4,8,23,5013
2009,4,9,0,4822
2009,4,9,1,4681
2009,4,9,2,4665
2009,4,9,3,4706
2009,4,9,4,4746
2009,4,9,5,5132
2009,4,9,6,5690
2009,4,9,7,5938
2009,4,9,8,6035
2009,4,9,9,6051
2009,4,9,10,5970
2009,4,9,11,6034
2009,4,9,12,5998
2009,4,9,13,5886
2009,4,9,14,5818
2009,4,9,15,5683
2009,4,9,16,5614
2009,4,9,17,5603
2009,4,9,18,5779
2009,4,9,19,6482
2009,4,9,20,6600
2009,4,9,21,6111
2009,4,9,22,5405
2009,4,9,23,5040
2009,4,10,0,4799
2009,4,10,1,4750
2009,4,10,2,4745
2009,4,10,3,4780
2009,4,10,4,4947
2009,4,10,5,5150
2009,4,10,6,5551
2009,4,10,7,5969
2009,4,10,8,6008
2009,4,10,9,6059
2009,4,10,10,5981
2009,4,10,11,5949
2009,4,10,12,5946
2009,4,10,13,5763
2009,4,10,14,5652
2009,4,10,15,5560
2009,4,10,16,5479
2009,4,10,17,5517
2009,4,10,18,5621
2009,4,10,19,6377
2009,4,10,20,6394
2009,4,10,21,5941
2009,4,10,22,5428
2009,4,10,23,5053
2009,4,11,0,4805
2009,4,11,1,4645
2009,4,11,2,4627
2009,4,11,3,4625
2009,4,11,4,4651
2009,4,11,5,4526
2009,4,11,6,4699
2009,4,11,7,5047
2009,4,11,8,5187
2009,4,11,9,5159
2009,4,11,10,5143
2009,4,11,11,5120
2009,4,11,12,5074
2009,4,11,13,4973
2009,4,11,14,4944
2009,4,11,15,4970
2009,4,11,16,4978
2009,4,11,17,4981
2009,4,11,18,5247
2009,4,11,19,5929
2009,4,11,20,6115
2009,4,11,21,5718
2009,4,11,22,5197
2009,4,11,23,4899
2009,4,12,0,4537
2009,4,12,1,4426
2009,4,12,2,4357
2009,4,12,3,4325
2009,4,12,4,4344
2009,4,12,5,4314
2009,4,12,6,4339
2009,4,12,7,4460
2009,4,12,8,4497
2009,4,12,9,4467
2009,4,12,10,4445
2009,4,12,11,4536
2009,4,12,12,4468
2009,4,12,13,4396
2009,4,12,14,4350
2009,4,12,15,4343
2009,4,12,16,4370
2009,4,12,17,4428
2009,4,12,18,4683
2009,4,12,19,5417
2009,4,12,20,5640
2009,4,12,21,5286
2009,4,12,22,4920
2009,4,12,23,4599
2009,4,13,0,4460
2009,4,13,1,4335
2009,4,13,2,4305
2009,4,13,3,4299
2009,4,13,4,4465
2009,4,13,5,4712
2009,4,13,6,5258
2009,4,13,7,5802
2009,4,13,8,6011
2009,4,13,9,6031
2009,4,13,10,5985
2009,4,13,11,5959
2009,4,13,12,5986
2009,4,13,13,5885
2009,4,13,14,5734
2009,4,13,15,5611
2009,4,13,16,5640
2009,4,13,17,5713
2009,4,13,18,6012
2009,4,13,19,6563
2009,4,13,20,6570
2009,4,13,21,6132
2009,4,13,22,5530
2009,4,13,23,5111
2009,4,14,0,4925
2009,4,14,1,4809
2009,4,14,2,4763
2009,4,14,3,4768
2009,4,14,4,4933
2009,4,14,5,5010
2009,4,14,6,5620
2009,4,14,7,6045
2009,4,14,8,6277
2009,4,14,9,6362
2009,4,14,10,6435
2009,4,14,11,6470
2009,4,14,12,6495
2009,4,14,13,6396
2009,4,14,14,6197
2009,4,14,15,6152
2009,4,14,16,6115
2009,4,14,17,6093
2009,4,14,18,6252
2009,4,14,19,6785
2009,4,14,20,6757
2009,4,14,21,6287
2009,4,14,22,5882
2009,4,14,23,5402
2009,4,15,0,5076
2009,4,15,1,5018
2009,4,15,2,5001
2009,4,15,3,5102
2009,4,15,4,5114
2009,4,15,5,5305
2009,4,15,6,5731
2009,4,15,7,6133
2009,4,15,8,6300
2009,4,15,9,6246
2009,4,15,10,6165
2009,4,15,11,6061
2009,4,15,12,6112
2009,4,15,13,5941
2009,4,15,14,5842
2009,4,15,15,5661
2009,4,15,16,5631
2009,4,15,17,5531
2009,4,15,18,5653
2009,4,15,19,6452
2009,4,15,20,6656
2009,4,15,21,6224
2009,4,15,22,5618
2009,4,15,23,5187
2009,4,16,0,4985
2009,4,16,1,4843
2009,4,16,2,4795
2009,4,16,3,4856
2009,4,16,4,4991
2009,4,16,5,5048
2009,4,16,6,5548
2009,4,16,7,5912
2009,4,16,8,6027
2009,4,16,9,6019
2009,4,16,10,5930
2009,4,16,11,5881
2009,4,16,12,5918
2009,4,16,13,5796
2009,4,16,14,5609
2009,4,16,15,5549
2009,4,16,16,5481
2009,4,16,17,5475
2009,4,16,18,5551
2009,4,16,19,6176
2009,4,16,20,6449
2009,4,16,21,6094
2009,4,16,22,5616
2009,4,16,23,5142
2009,4,17,0,4934
2009,4,17,1,4785
2009,4,17,2,4733
2009,4,17,3,4748
2009,4,17,4,4821
2009,4,17,5,4897
2009,4,17,6,5186
2009,4,17,7,5540
2009,4,17,8,5718
2009,4,17,9,5717
2009,4,17,10,5640
2009,4,17,11,5534
2009,4,17,12,5461
2009,4,17,13,5315
2009,4,17,14,5216
2009,4,17,15,5208
2009,4,17,16,5214
2009,4,17,17,5237
2009,4,17,18,5392
2009,4,17,19,5933
2009,4,17,20,6185
2009,4,17,21,5854
2009,4,17,22,5371
2009,4,17,23,4922
2009,4,18,0,4656
2009,4,18,1,4466
2009,4,18,2,4402
2009,4,18,3,4429
2009,4,18,4,4436
2009,4,18,5,4338
2009,4,18,6,4424
2009,4,18,7,4578
2009,4,18,8,4785
2009,4,18,9,4822
2009,4,18,10,4791
2009,4,18,11,4741
2009,4,18,12,4767
2009,4,18,13,4709
2009,4,18,14,4636
2009,4,18,15,4691
2009,4,18,16,4663
2009,4,18,17,4645
2009,4,18,18,4761
2009,4,18,19,5471
2009,4,18,20,5848
2009,4,18,21,5624
2009,4,18,22,5125
2009,4,18,23,4625
2009,4,19,0,4432
2009,4,19,1,4272
2009,4,19,2,4096
2009,4,19,3,4116
2009,4,19,4,4078
2009,4,19,5,3855
2009,4,19,6,3786
2009,4,19,7,3863
2009,4,19,8,3919
2009,4,19,9,3930
2009,4,19,10,3910
2009,4,19,11,3881
2009,4,19,12,3837
2009,4,19,13,3791
2009,4,19,14,3757
2009,4,19,15,3750
2009,4,19,16,3796
2009,4,19,17,3866
2009,4,19,18,4117
2009,4,19,19,4720
2009,4,19,20,5025
2009,4,19,21,4734
2009,4,19,22,4397
2009,4,19,23,4114
2009,4,20,0,3952
2009,4,20,1,3861
2009,4,20,2,3812
2009,4,20,3,3790
2009,4,20,4,3805
2009,4,20,5,3676
2009,4,20,6,3715
2009,4,20,7,3936
2009,4,20,8,4104
2009,4,20,9,4154
2009,4,20,10,4115
2009,4,20,11,4061
2009,4,20,12,4056
2009,4,20,13,4036
2009,4,20,14,3953
2009,4,20,15,3935
2009,4,20,16,3963
2009,4,20,17,4054
2009,4,20,18,4243
2009,4,20,19,4919
2009,4,20,20,5205
2009,4,20,21,4950
2009,4,20,22,4536
2009,4,20,23,4252
2009,4,21,0,4070
2009,4,21,1,4019
2009,4,21,2,3899
2009,4,21,3,3960
2009,4,21,4,4111
2009,4,21,5,4138
2009,4,21,6,4575
2009,4,21,7,4936
2009,4,21,8,5209
2009,4,21,9,5262
2009,4,21,10,5213
2009,4,21,11,5171
2009,4,21,12,5182
2009,4,21,13,5130
2009,4,21,14,5027
2009,4,21,15,4896
2009,4,21,16,4854
2009,4,21,17,4924
2009,4,21,18,5068
2009,4,21,19,5633
2009,4,21,20,5893
2009,4,21,21,5497
2009,4,21,22,5053
2009,4,21,23,4768
2009,4,22,0,4458
2009,4,22,1,4355
2009,4,22,2,4233
2009,4,22,3,4257
2009,4,22,4,4411
2009,4,22,5,4607
2009,4,22,6,5287
2009,4,22,7,5754
2009,4,22,8,5957
2009,4,22,9,5982
2009,4,22,10,5895
2009,4,22,11,5857
2009,4,22,12,5866
2009,4,22,13,5710
2009,4,22,14,5585
2009,4,22,15,5536
2009,4,22,16,5493
2009,4,22,17,5432
2009,4,22,18,5524
2009,4,22,19,6169
2009,4,22,20,6339
2009,4,22,21,5957
2009,4,22,22,5366
2009,4,22,23,4888
2009,4,23,0,4675
2009,4,23,1,4594
2009,4,23,2,4544
2009,4,23,3,4537
2009,4,23,4,4624
2009,4,23,5,4780
2009,4,23,6,5291
2009,4,23,7,5653
2009,4,23,8,5760
2009,4,23,9,5781
2009,4,23,10,5639
2009,4,23,11,5656
2009,4,23,12,5681
2009,4,23,13,5539
2009,4,23,14,5379
2009,4,23,15,5277
2009,4,23,16,5213
2009,4,23,17,5145
2009,4,23,18,5320
2009,4,23,19,5971
2009,4,23,20,6281
2009,4,23,21,5837
2009,4,23,22,5441
2009,4,23,23,4953
2009,4,24,0,4681
2009,4,24,1,4578
2009,4,24,2,4562
2009,4,24,3,4643
2009,4,24,4,4724
2009,4,24,5,4802
2009,4,24,6,5354
2009,4,24,7,5675
2009,4,24,8,5782
2009,4,24,9,5784
2009,4,24,10,5684
2009,4,24,11,5690
2009,4,24,12,5665
2009,4,24,13,5543
2009,4,24,14,5427
2009,4,24,15,5403
2009,4,24,16,5386
2009,4,24,17,5434
2009,4,24,18,5647
2009,4,24,19,6135
2009,4,24,20,6323
2009,4,24,21,5957
2009,4,24,22,5428
2009,4,24,23,5083
2009,4,25,0,4823
2009,4,25,1,4712
2009,4,25,2,4597
2009,4,25,3,4591
2009,4,25,4,4595
2009,4,25,5,4553
2009,4,25,6,4758
2009,4,25,7,5098
2009,4,25,8,5281
2009,4,25,9,5342
2009,4,25,10,5376
2009,4,25,11,5380
2009,4,25,12,5283
2009,4,25,13,5248
2009,4,25,14,5182
2009,4,25,15,5172
2009,4,25,16,5182
2009,4,25,17,5190
2009,4,25,18,5407
2009,4,25,19,5881
2009,4,25,20,6122
2009,4,25,21,5798
2009,4,25,22,5329
2009,4,25,23,4883
2009,4,26,0,4629
2009,4,26,1,4545
2009,4,26,2,4354
2009,4,26,3,4379
2009,4,26,4,4353
2009,4,26,5,4148
2009,4,26,6,4276
2009,4,26,7,4482
2009,4,26,8,4579
2009,4,26,9,4592
2009,4,26,10,4560
2009,4,26,11,4570
2009,4,26,12,4535
2009,4,26,13,4484
2009,4,26,14,4461
2009,4,26,15,4502
2009,4,26,16,4548
2009,4,26,17,4615
2009,4,26,18,4759
2009,4,26,19,5402
2009,4,26,20,5868
2009,4,26,21,5496
2009,4,26,22,5013
2009,4,26,23,4637
2009,4,27,0,4363
2009,4,27,1,4245
2009,4,27,2,4248
2009,4,27,3,4243
2009,4,27,4,4406
2009,4,27,5,4570
2009,4,27,6,5316
2009,4,27,7,5735
2009,4,27,8,5913
2009,4,27,9,5932
2009,4,27,10,5872
2009,4,27,11,5813
2009,4,27,12,5821
2009,4,27,13,5738
2009,4,27,14,5581
2009,4,27,15,5421
2009,4,27,16,5382
2009,4,27,17,5267
2009,4,27,18,5408
2009,4,27,19,5965
2009,4,27,20,6461
2009,4,27,21,6008
2009,4,27,22,5364
2009,4,27,23,4949
2009,4,28,0,4709
2009,4,28,1,4621
2009,4,28,2,4610
2009,4,28,3,4709
2009,4,28,4,4704
2009,4,28,5,4876
2009,4,28,6,5475
2009,4,28,7,5880
2009,4,28,8,6007
2009,4,28,9,5963
2009,4,28,10,5885
2009,4,28,11,5862
2009,4,28,12,5861
2009,4,28,13,5813
2009,4,28,14,5715
2009,4,28,15,5607
2009,4,28,16,5507
2009,4,28,17,5400
2009,4,28,18,5499
2009,4,28,19,6014
2009,4,28,20,6368
2009,4,28,21,5934
2009,4,28,22,5323
2009,4,28,23,5025
2009,4,29,0,4820
2009,4,29,1,4714
2009,4,29,2,4661
2009,4,29,3,4753
2009,4,29,4,4841
2009,4,29,5,4898
2009,4,29,6,5387
2009,4,29,7,5806
2009,4,29,8,5905
2009,4,29,9,5950
2009,4,29,10,5862
2009,4,29,11,5818
2009,4,29,12,5809
2009,4,29,13,5710
2009,4,29,14,5573
2009,4,29,15,5535
2009,4,29,16,5448
2009,4,29,17,5303
2009,4,29,18,5379
2009,4,29,19,5828
2009,4,29,20,6231
2009,4,29,21,5970
2009,4,29,22,5301
2009,4,29,23,4907
2009,4,30,0,4749
2009,4,30,1,4658
2009,4,30,2,4665
2009,4,30,3,4710
2009,4,30,4,4736
2009,4,30,5,4846
2009,4,30,6,5506
2009,4,30,7,5734
2009,4,30,8,5881
2009,4,30,9,5848
2009,4,30,10,5829
2009,4,30,11,5810
2009,4,30,12,5871
2009,4,30,13,5753
2009,4,30,14,5613
2009,4,30,15,5505
2009,4,30,16,5442
2009,4,30,17,5412
2009,4,30,18,5502
2009,4,30,19,5911
2009,4,30,20,6216
2009,4,30,21,5834
2009,4,30,22,5339
2009,4,30,23,4957
2009,5,1,0,4666
2009,5,1,1,4528
2009,5,1,2,4429
2009,5,1,3,4455
2009,5,1,4,4428
2009,5,1,5,4298
2009,5,1,6,4413
2009,5,1,7,4657
2009,5,1,8,4841
2009,5,1,9,4935
2009,5,1,10,4884
2009,5,1,11,4809
2009,5,1,12,4778
2009,5,1,13,4715
2009,5,1,14,4650
2009,5,1,15,4647
2009,5,1,16,4690
2009,5,1,17,4820
2009,5,1,18,5041
2009,5,1,19,5422
2009,5,1,20,5675
2009,5,1,21,5349
2009,5,1,22,4865
2009,5,1,23,4559
2009,5,2,0,4312
2009,5,2,1,4132
2009,5,2,2,4113
2009,5,2,3,4101
2009,5,2,4,4127
2009,5,2,5,4013
2009,5,2,6,4255
2009,5,2,7,4527
2009,5,2,8,4770
2009,5,2,9,4871
2009,5,2,10,4934
2009,5,2,11,4873
2009,5,2,12,4854
2009,5,2,13,4780
2009,5,2,14,4762
2009,5,2,15,4845
2009,5,2,16,4900
2009,5,2,17,4970
2009,5,2,18,5161
2009,5,2,19,5585
2009,5,2,20,5849
2009,5,2,21,5489
2009,5,2,22,4998
2009,5,2,23,4627
2009,5,3,0,4395
2009,5,3,1,4195
2009,5,3,2,4127
2009,5,3,3,4136
2009,5,3,4,4121
2009,5,3,5,3987
2009,5,3,6,4027
2009,5,3,7,4263
2009,5,3,8,4438
2009,5,3,9,4521
2009,5,3,10,4484
2009,5,3,11,4477
2009,5,3,12,4471
2009,5,3,13,4457
2009,5,3,14,4379
2009,5,3,15,4417
2009,5,3,16,4450
2009,5,3,17,4448
2009,5,3,18,4625
2009,5,3,19,5095
2009,5,3,20,5551
2009,5,3,21,5260
2009,5,3,22,4783
2009,5,3,23,4493
2009,5,4,0,4286
2009,5,4,1,4221
2009,5,4,2,4184
2009,5,4,3,4238
2009,5,4,4,4294
2009,5,4,5,4556
2009,5,4,6,5207
2009,5,4,7,5669
2009,5,4,8,5874
2009,5,4,9,6001
2009,5,4,10,5999
2009,5,4,11,5965
2009,5,4,12,5912
2009,5,4,13,5861
2009,5,4,14,5795
2009,5,4,15,5674
2009,5,4,16,5611
2009,5,4,17,5581
2009,5,4,18,5696
2009,5,4,19,6162
2009,5,4,20,6520
2009,5,4,21,6094
2009,5,4,22,5450
2009,5,4,23,5002
2009,5,5,0,4769
2009,5,5,1,4725
2009,5,5,2,4659
2009,5,5,3,4721
2009,5,5,4,4785
2009,5,5,5,4929
2009,5,5,6,5474
2009,5,5,7,5910
2009,5,5,8,6041
2009,5,5,9,5993
2009,5,5,10,5942
2009,5,5,11,5971
2009,5,5,12,6015
2009,5,5,13,5972
2009,5,5,14,5811
2009,5,5,15,5725
2009,5,5,16,5688
2009,5,5,17,5594
2009,5,5,18,5679
2009,5,5,19,6093
2009,5,5,20,6480
2009,5,5,21,6036
2009,5,5,22,5304
2009,5,5,23,4956
2009,5,6,0,4745
2009,5,6,1,4677
2009,5,6,2,4639
2009,5,6,3,4643
2009,5,6,4,4710
2009,5,6,5,4894
2009,5,6,6,5475
2009,5,6,7,5865
2009,5,6,8,6040
2009,5,6,9,6055
2009,5,6,10,6028
2009,5,6,11,5992
2009,5,6,12,6001
2009,5,6,13,5899
2009,5,6,14,5749
2009,5,6,15,5682
2009,5,6,16,5658
2009,5,6,17,5607
2009,5,6,18,5779
2009,5,6,19,6162
2009,5,6,20,6501
2009,5,6,21,6047
2009,5,6,22,5399
2009,5,6,23,5011
2009,5,7,0,4773
2009,5,7,1,4699
2009,5,7,2,4660
2009,5,7,3,4671
2009,5,7,4,4796
2009,5,7,5,4923
2009,5,7,6,5334
2009,5,7,7,5732
2009,5,7,8,5991
2009,5,7,9,6099
2009,5,7,10,6128
2009,5,7,11,6148
2009,5,7,12,6122
2009,5,7,13,6026
2009,5,7,14,5867
2009,5,7,15,5770
2009,5,7,16,5718
2009,5,7,17,5606
2009,5,7,18,5667
2009,5,7,19,5980
2009,5,7,20,6447
2009,5,7,21,6031
2009,5,7,22,5450
2009,5,7,23,5138
2009,5,8,0,4791
2009,5,8,1,4710
2009,5,8,2,4652
2009,5,8,3,4696
2009,5,8,4,4754
2009,5,8,5,4894
2009,5,8,6,5387
2009,5,8,7,5751
2009,5,8,8,5886
2009,5,8,9,5906
2009,5,8,10,5896
2009,5,8,11,5852
2009,5,8,12,5880
2009,5,8,13,5798
2009,5,8,14,5607
2009,5,8,15,5553
2009,5,8,16,5426
2009,5,8,17,5370
2009,5,8,18,5384
2009,5,8,19,5727
2009,5,8,20,6299
2009,5,8,21,5986
2009,5,8,22,5459
2009,5,8,23,4945
2009,5,9,0,4738
2009,5,9,1,4608
2009,5,9,2,4522
2009,5,9,3,4568
2009,5,9,4,4521
2009,5,9,5,4358
2009,5,9,6,4550
2009,5,9,7,4918
2009,5,9,8,5114
2009,5,9,9,5194
2009,5,9,10,5177
2009,5,9,11,5222
2009,5,9,12,5163
2009,5,9,13,5039
2009,5,9,14,4994
2009,5,9,15,4958
2009,5,9,16,4947
2009,5,9,17,4922
2009,5,9,18,5022
2009,5,9,19,5345
2009,5,9,20,5938
2009,5,9,21,5694
2009,5,9,22,5163
2009,5,9,23,4659
2009,5,10,0,4454
2009,5,10,1,4311
2009,5,10,2,4257
2009,5,10,3,4266
2009,5,10,4,4171
2009,5,10,5,4019
2009,5,10,6,4048
2009,5,10,7,4255
2009,5,10,8,4471
2009,5,10,9,4526
2009,5,10,10,4555
2009,5,10,11,4585
2009,5,10,12,4578
2009,5,10,13,4490
2009,5,10,14,4422
2009,5,10,15,4447
2009,5,10,16,4427
2009,5,10,17,4494
2009,5,10,18,4589
2009,5,10,19,4976
2009,5,10,20,5564
2009,5,10,21,5346
2009,5,10,22,4838
2009,5,10,23,4496
2009,5,11,0,4262
2009,5,11,1,4192
2009,5,11,2,4139
2009,5,11,3,4163
2009,5,11,4,4219
2009,5,11,5,4489
2009,5,11,6,5149
2009,5,11,7,5572
2009,5,11,8,5834
2009,5,11,9,5928
2009,5,11,10,5968
2009,5,11,11,6021
2009,5,11,12,6039
2009,5,11,13,5965
2009,5,11,14,5843
2009,5,11,15,5778
2009,5,11,16,5766
2009,5,11,17,5766
2009,5,11,18,5774
2009,5,11,19,6023
2009,5,11,20,6342
2009,5,11,21,5954
2009,5,11,22,5320
2009,5,11,23,5002
2009,5,12,0,4803
2009,5,12,1,4674
2009,5,12,2,4669
2009,5,12,3,4728
2009,5,12,4,4731
2009,5,12,5,4886
2009,5,12,6,5360
2009,5,12,7,5706
2009,5,12,8,5948
2009,5,12,9,5977
2009,5,12,10,6029
2009,5,12,11,6051
2009,5,12,12,6162
2009,5,12,13,6058
2009,5,12,14,5962
2009,5,12,15,5882
2009,5,12,16,5863
2009,5,12,17,5792
2009,5,12,18,5772
2009,5,12,19,6005
2009,5,12,20,6321
2009,5,12,21,6001
2009,5,12,22,5494
2009,5,12,23,5018
2009,5,13,0,4826
2009,5,13,1,4701
2009,5,13,2,4659
2009,5,13,3,4636
2009,5,13,4,4745
2009,5,13,5,4874
2009,5,13,6,5469
2009,5,13,7,5901
2009,5,13,8,6131
2009,5,13,9,6228
2009,5,13,10,6256
2009,5,13,11,6300
2009,5,13,12,6282
2009,5,13,13,6139
2009,5,13,14,5922
2009,5,13,15,5818
2009,5,13,16,5743
2009,5,13,17,5663
2009,5,13,18,5709
2009,5,13,19,6009
2009,5,13,20,6476
2009,5,13,21,6061
2009,5,13,22,5444
2009,5,13,23,5018
2009,5,14,0,4845
2009,5,14,1,4743
2009,5,14,2,4691
2009,5,14,3,4682
2009,5,14,4,4772
2009,5,14,5,4910
2009,5,14,6,5368
2009,5,14,7,5774
2009,5,14,8,6015
2009,5,14,9,6095
2009,5,14,10,6066
2009,5,14,11,5996
2009,5,14,12,5952
2009,5,14,13,5888
2009,5,14,14,5759
2009,5,14,15,5733
2009,5,14,16,5679
2009,5,14,17,5671
2009,5,14,18,5732
2009,5,14,19,5993
2009,5,14,20,6383
2009,5,14,21,6089
2009,5,14,22,5506
2009,5,14,23,5092
2009,5,15,0,4879
2009,5,15,1,4776
2009,5,15,2,4679
2009,5,15,3,4700
2009,5,15,4,4770
2009,5,15,5,4874
2009,5,15,6,5429
2009,5,15,7,5769
2009,5,15,8,5940
2009,5,15,9,5934
2009,5,15,10,5998
2009,5,15,11,6120
2009,5,15,12,6114
2009,5,15,13,6048
2009,5,15,14,5956
2009,5,15,15,5960
2009,5,15,16,5893
2009,5,15,17,5858
2009,5,15,18,5816
2009,5,15,19,5907
2009,5,15,20,6102
2009,5,15,21,6050
2009,5,15,22,5533
2009,5,15,23,5120
2009,5,16,0,4871
2009,5,16,1,4703
2009,5,16,2,4647
2009,5,16,3,4598
2009,5,16,4,4488
2009,5,16,5,4382
2009,5,16,6,4592
2009,5,16,7,4915
2009,5,16,8,5174
2009,5,16,9,5295
2009,5,16,10,5279
2009,5,16,11,5269
2009,5,16,12,5250
2009,5,16,13,5145
2009,5,16,14,5086
2009,5,16,15,5121
2009,5,16,16,5107
2009,5,16,17,5106
2009,5,16,18,5174
2009,5,16,19,5418
2009,5,16,20,5939
2009,5,16,21,5813
2009,5,16,22,5229
2009,5,16,23,4833
2009,5,17,0,4569
2009,5,17,1,4434
2009,5,17,2,4328
2009,5,17,3,4317
2009,5,17,4,4179
2009,5,17,5,3926
2009,5,17,6,4035
2009,5,17,7,4268
2009,5,17,8,4528
2009,5,17,9,4643
2009,5,17,10,4661
2009,5,17,11,4700
2009,5,17,12,4729
2009,5,17,13,4628
2009,5,17,14,4610
2009,5,17,15,4599
2009,5,17,16,4590
2009,5,17,17,4560
2009,5,17,18,4663
2009,5,17,19,4857
2009,5,17,20,5481
2009,5,17,21,5365
2009,5,17,22,4886
2009,5,17,23,4478
2009,5,18,0,4260
2009,5,18,1,4216
2009,5,18,2,4166
2009,5,18,3,4186
2009,5,18,4,4212
2009,5,18,5,4430
2009,5,18,6,5130
2009,5,18,7,5622
2009,5,18,8,5913
2009,5,18,9,6104
2009,5,18,10,6049
2009,5,18,11,6106
2009,5,18,12,6201
2009,5,18,13,6069
2009,5,18,14,5917
2009,5,18,15,5860
2009,5,18,16,5808
2009,5,18,17,5675
2009,5,18,18,5668
2009,5,18,19,5861
2009,5,18,20,6335
2009,5,18,21,6097
2009,5,18,22,5460
2009,5,18,23,4951
2009,5,19,0,4748
2009,5,19,1,4679
2009,5,19,2,4591
2009,5,19,3,4645
2009,5,19,4,4682
2009,5,19,5,4797
2009,5,19,6,5285
2009,5,19,7,5639
2009,5,19,8,5967
2009,5,19,9,6131
2009,5,19,10,6177
2009,5,19,11,6168
2009,5,19,12,6225
2009,5,19,13,6194
2009,5,19,14,6040
2009,5,19,15,5979
2009,5,19,16,5911
2009,5,19,17,5786
2009,5,19,18,5731
2009,5,19,19,5911
2009,5,19,20,6408
2009,5,19,21,6207
2009,5,19,22,5675
2009,5,19,23,5103
2009,5,20,0,4781
2009,5,20,1,4714
2009,5,20,2,4626
2009,5,20,3,4652
2009,5,20,4,4671
2009,5,20,5,4820
2009,5,20,6,5403
2009,5,20,7,5776
2009,5,20,8,5907
2009,5,20,9,5995
2009,5,20,10,6083
2009,5,20,11,6104
2009,5,20,12,6226
2009,5,20,13,6184
2009,5,20,14,6056
2009,5,20,15,5987
2009,5,20,16,5870
2009,5,20,17,5779
2009,5,20,18,5797
