Year,Month,Day,Hour,Value
2011,5,17,16,5975
2011,5,17,17,5859
2011,5,17,18,5931
2011,5,17,19,6245
2011,5,17,20,6758
2011,5,17,21,6407
2011,5,17,22,5716
2011,5,17,23,5336
2011,5,18,0,5205
2011,5,18,1,5058
2011,5,18,2,5035
2011,5,18,3,5085
2011,5,18,4,5049
2011,5,18,5,5244
2011,5,18,6,5773
2011,5,18,7,6132
2011,5,18,8,6320
2011,5,18,9,6374
2011,5,18,10,6338
2011,5,18,11,6327
2011,5,18,12,6347
2011,5,18,13,6237
2011,5,18,14,6109
2011,5,18,15,5984
2011,5,18,16,5965
2011,5,18,17,5834
2011,5,18,18,5887
2011,5,18,19,6153
2011,5,18,20,6616
2011,5,18,21,6421
2011,5,18,22,5877
2011,5,18,23,5405
2011,5,19,0,5211
2011,5,19,1,5124
2011,5,19,2,5048
2011,5,19,3,5044
2011,5,19,4,5036
2011,5,19,5,5237
2011,5,19,6,5795
2011,5,19,7,6218
2011,5,19,8,6368
2011,5,19,9,6463
2011,5,19,10,6428
2011,5,19,11,6386
2011,5,19,12,6399
2011,5,19,13,6348
2011,5,19,14,6138
2011,5,19,15,6086
2011,5,19,16,6028
2011,5,19,17,6031
2011,5,19,18,6075
2011,5,19,19,6292
2011,5,19,20,6649
2011,5,19,21,6363
2011,5,19,22,5807
2011,5,19,23,5335
2011,5,20,0,5189
2011,5,20,1,5043
2011,5,20,2,4997
2011,5,20,3,5060
2011,5,20,4,5034
2011,5,20,5,5308
2011,5,20,6,5828
2011,5,20,7,6188
2011,5,20,8,6425
2011,5,20,9,6440
2011,5,20,10,6527
2011,5,20,11,6419
2011,5,20,12,6455
2011,5,20,13,6412
2011,5,20,14,6207
2011,5,20,15,6154
2011,5,20,16,6140
2011,5,20,17,6073
2011,5,20,18,6098
2011,5,20,19,6353
2011,5,20,20,6791
2011,5,20,21,6448
2011,5,20,22,5869
2011,5,20,23,5399
2011,5,21,0,5172
2011,5,21,1,5000
2011,5,21,2,4943
2011,5,21,3,4963
2011,5,21,4,4842
2011,5,21,5,4720
2011,5,21,6,4977
2011,5,21,7,5296
2011,5,21,8,5555
2011,5,21,9,5598
2011,5,21,10,5596
2011,5,21,11,5551
2011,5,21,12,5522
2011,5,21,13,5346
2011,5,21,14,5261
2011,5,21,15,5238
2011,5,21,16,5300
2011,5,21,17,5193
2011,5,21,18,5230
2011,5,21,19,5486
2011,5,21,20,5969
2011,5,21,21,5805
2011,5,21,22,5431
2011,5,21,23,5056
2011,5,22,0,4659
2011,5,22,1,4630
2011,5,22,2,4560
2011,5,22,3,4496
2011,5,22,4,4407
2011,5,22,5,4294
2011,5,22,6,4516
2011,5,22,7,4740
2011,5,22,8,4972
2011,5,22,9,5011
2011,5,22,10,5105
2011,5,22,11,5129
2011,5,22,12,5149
2011,5,22,13,5035
2011,5,22,14,5014
2011,5,22,15,5040
2011,5,22,16,5049
2011,5,22,17,4994
2011,5,22,18,5122
2011,5,22,19,5288
2011,5,22,20,5832
2011,5,22,21,5706
2011,5,22,22,5167
2011,5,22,23,4811
2011,5,23,0,4594
2011,5,23,1,4563
2011,5,23,2,4514
2011,5,23,3,4562
2011,5,23,4,4603
2011,5,23,5,4950
2011,5,23,6,5675
2011,5,23,7,6183
2011,5,23,8,6450
2011,5,23,9,6485
2011,5,23,10,6493
2011,5,23,11,6444
2011,5,23,12,6578
2011,5,23,13,6496
2011,5,23,14,6332
2011,5,23,15,6297
2011,5,23,16,6203
2011,5,23,17,6123
2011,5,23,18,6129
2011,5,23,19,6308
2011,5,23,20,6737
2011,5,23,21,6415
2011,5,23,22,5742
2011,5,23,23,5313
2011,5,24,0,5126
2011,5,24,1,5027
2011,5,24,2,4991
2011,5,24,3,5037
2011,5,24,4,5011
2011,5,24,5,5254
2011,5,24,6,5926
2011,5,24,7,6322
2011,5,24,8,6478
2011,5,24,9,6510
2011,5,24,10,6518
2011,5,24,11,6569
2011,5,24,12,6620
2011,5,24,13,6555
2011,5,24,14,6342
2011,5,24,15,6388
2011,5,24,16,6228
2011,5,24,17,6228
2011,5,24,18,6203
2011,5,24,19,6422
2011,5,24,20,6793
2011,5,24,21,6484
2011,5,24,22,5820
2011,5,24,23,5378
2011,5,25,0,5175
2011,5,25,1,5075
2011,5,25,2,5030
2011,5,25,3,5048
2011,5,25,4,5021
2011,5,25,5,5223
2011,5,25,6,5806
2011,5,25,7,6157
2011,5,25,8,6379
2011,5,25,9,6479
2011,5,25,10,6477
2011,5,25,11,6442
2011,5,25,12,6578
2011,5,25,13,6460
2011,5,25,14,6347
2011,5,25,15,6275
2011,5,25,16,6168
2011,5,25,17,6081
2011,5,25,18,6043
2011,5,25,19,6274
2011,5,25,20,6696
2011,5,25,21,6463
2011,5,25,22,5831
2011,5,25,23,5439
2011,5,26,0,5182
2011,5,26,1,5078
2011,5,26,2,5003
2011,5,26,3,5009
2011,5,26,4,5026
2011,5,26,5,5211
2011,5,26,6,5823
2011,5,26,7,6087
2011,5,26,8,6297
2011,5,26,9,6275
2011,5,26,10,6271
2011,5,26,11,6320
2011,5,26,12,6435
2011,5,26,13,6422
2011,5,26,14,6288
2011,5,26,15,6219
2011,5,26,16,6107
2011,5,26,17,6019
2011,5,26,18,6038
2011,5,26,19,6223
2011,5,26,20,6661
2011,5,26,21,6498
2011,5,26,22,5835
2011,5,26,23,5392
2011,5,27,0,5221
2011,5,27,1,5098
2011,5,27,2,5039
2011,5,27,3,5069
2011,5,27,4,5104
2011,5,27,5,5233
2011,5,27,6,5737
2011,5,27,7,6125
2011,5,27,8,6282
2011,5,27,9,6298
2011,5,27,10,6323
2011,5,27,11,6374
2011,5,27,12,6455
2011,5,27,13,6355
2011,5,27,14,6223
2011,5,27,15,6187
2011,5,27,16,6150
2011,5,27,17,5979
2011,5,27,18,5992
2011,5,27,19,6112
2011,5,27,20,6572
2011,5,27,21,6468
2011,5,27,22,5845
2011,5,27,23,5418
2011,5,28,0,5138
2011,5,28,1,5022
2011,5,28,2,4931
2011,5,28,3,4949
2011,5,28,4,4829
2011,5,28,5,4759
2011,5,28,6,5115
2011,5,28,7,5470
2011,5,28,8,5619
2011,5,28,9,5746
2011,5,28,10,5789
2011,5,28,11,5728
2011,5,28,12,5727
2011,5,28,13,5582
2011,5,28,14,5519
2011,5,28,15,5523
2011,5,28,16,5579
2011,5,28,17,5511
2011,5,28,18,5531
2011,5,28,19,5668
2011,5,28,20,6192
2011,5,28,21,6068
2011,5,28,22,5569
2011,5,28,23,5104
2011,5,29,0,4831
2011,5,29,1,4643
2011,5,29,2,4572
2011,5,29,3,4608
2011,5,29,4,4369
2011,5,29,5,4349
2011,5,29,6,4473
2011,5,29,7,4718
2011,5,29,8,4962
2011,5,29,9,5051
2011,5,29,10,5082
2011,5,29,11,5090
2011,5,29,12,5074
2011,5,29,13,5029
2011,5,29,14,4949
2011,5,29,15,4946
2011,5,29,16,4971
2011,5,29,17,4992
2011,5,29,18,5020
2011,5,29,19,5228
2011,5,29,20,5724
2011,5,29,21,5666
2011,5,29,22,5186
2011,5,29,23,4777
2011,5,30,0,4568
2011,5,30,1,4468
2011,5,30,2,4471
2011,5,30,3,4496
2011,5,30,4,4569
2011,5,30,5,4829
2011,5,30,6,5461
2011,5,30,7,5921
2011,5,30,8,6234
2011,5,30,9,6321
2011,5,30,10,6316
2011,5,30,11,6352
2011,5,30,12,6516
2011,5,30,13,6412
2011,5,30,14,6399
2011,5,30,15,6255
2011,5,30,16,6195
2011,5,30,17,6009
2011,5,30,18,5985
2011,5,30,19,6171
2011,5,30,20,6608
2011,5,30,21,6479
2011,5,30,22,5840
2011,5,30,23,5417
2011,5,31,0,5166
2011,5,31,1,5082
2011,5,31,2,5028
2011,5,31,3,5045
2011,5,31,4,5006
2011,5,31,5,5260
2011,5,31,6,5765
2011,5,31,7,6119
2011,5,31,8,6370
2011,5,31,9,6481
2011,5,31,10,6478
2011,5,31,11,6523
2011,5,31,12,6523
2011,5,31,13,6497
2011,5,31,14,6367
2011,5,31,15,6294
2011,5,31,16,6197
2011,5,31,17,6151
2011,5,31,18,6084
2011,5,31,19,6243
2011,5,31,20,6581
2011,5,31,21,6377
2011,5,31,22,5742
2011,5,31,23,5395
2011,6,1,0,5142
2011,6,1,1,5033
2011,6,1,2,5010
2011,6,1,3,5072
2011,6,1,4,5061
2011,6,1,5,5247
2011,6,1,6,5700
2011,6,1,7,6103
2011,6,1,8,6429
2011,6,1,9,6496
2011,6,1,10,6478
2011,6,1,11,6536
2011,6,1,12,6660
2011,6,1,13,6585
2011,6,1,14,6449
2011,6,1,15,6317
2011,6,1,16,6285
2011,6,1,17,6194
2011,6,1,18,6160
2011,6,1,19,6388
2011,6,1,20,6728
2011,6,1,21,6494
2011,6,1,22,5775
2011,6,1,23,5419
2011,6,2,0,5188
2011,6,2,1,5042
2011,6,2,2,4973
2011,6,2,3,5015
2011,6,2,4,4984
2011,6,2,5,5140
2011,6,2,6,5666
2011,6,2,7,6028
2011,6,2,8,6227
2011,6,2,9,6298
2011,6,2,10,6321
2011,6,2,11,6315
2011,6,2,12,6447
2011,6,2,13,6501
2011,6,2,14,6192
2011,6,2,15,6007
2011,6,2,16,6010
2011,6,2,17,6032
2011,6,2,18,6009
2011,6,2,19,6219
2011,6,2,20,6398
2011,6,2,21,6275
2011,6,2,22,5649
2011,6,2,23,5353
2011,6,3,0,5126
2011,6,3,1,5024
2011,6,3,2,4967
2011,6,3,3,5019
2011,6,3,4,5010
2011,6,3,5,5198
2011,6,3,6,5801
2011,6,3,7,6156
2011,6,3,8,6407
2011,6,3,9,6419
2011,6,3,10,6456
2011,6,3,11,6498
2011,6,3,12,6501
2011,6,3,13,6467
2011,6,3,14,6380
2011,6,3,15,6266
2011,6,3,16,6174
2011,6,3,17,6148
2011,6,3,18,6047
2011,6,3,19,6115
2011,6,3,20,6460
2011,6,3,21,6363
2011,6,3,22,5845
2011,6,3,23,5426
2011,6,4,0,5151
2011,6,4,1,5018
2011,6,4,2,4928
2011,6,4,3,4897
2011,6,4,4,4803
2011,6,4,5,4768
2011,6,4,6,5052
2011,6,4,7,5422
2011,6,4,8,5716
2011,6,4,9,5813
2011,6,4,10,5854
2011,6,4,11,5886
2011,6,4,12,5817
2011,6,4,13,5712
2011,6,4,14,5624
2011,6,4,15,5628
2011,6,4,16,5572
2011,6,4,17,5589
2011,6,4,18,5503
2011,6,4,19,5688
2011,6,4,20,6098
2011,6,4,21,6111
2011,6,4,22,5487
2011,6,4,23,5182
2011,6,5,0,4818
2011,6,5,1,4691
2011,6,5,2,4620
2011,6,5,3,4592
2011,6,5,4,4428
2011,6,5,5,4326
2011,6,5,6,4364
2011,6,5,7,4733
2011,6,5,8,5006
2011,6,5,9,5062
2011,6,5,10,5117
2011,6,5,11,5152
2011,6,5,12,5218
2011,6,5,13,5127
2011,6,5,14,5097
2011,6,5,15,5068
2011,6,5,16,5074
2011,6,5,17,5073
2011,6,5,18,5121
2011,6,5,19,5300
2011,6,5,20,5715
2011,6,5,21,5712
2011,6,5,22,5209
2011,6,5,23,4809
2011,6,6,0,4652
2011,6,6,1,4530
2011,6,6,2,4515
2011,6,6,3,4548
2011,6,6,4,4578
2011,6,6,5,4920
2011,6,6,6,5613
2011,6,6,7,6111
2011,6,6,8,6454
2011,6,6,9,6579
2011,6,6,10,6633
2011,6,6,11,6635
2011,6,6,12,6717
2011,6,6,13,6640
2011,6,6,14,6475
2011,6,6,15,6373
2011,6,6,16,6265
2011,6,6,17,6131
2011,6,6,18,6109
2011,6,6,19,6211
2011,6,6,20,6582
2011,6,6,21,6490
2011,6,6,22,5880
2011,6,6,23,5419
2011,6,7,0,5144
2011,6,7,1,5109
2011,6,7,2,5079
2011,6,7,3,5087
2011,6,7,4,5059
2011,6,7,5,5279
2011,6,7,6,5916
2011,6,7,7,6309
2011,6,7,8,6461
2011,6,7,9,6552
2011,6,7,10,6576
2011,6,7,11,6603
2011,6,7,12,6635
2011,6,7,13,6616
2011,6,7,14,6457
2011,6,7,15,6361
2011,6,7,16,6278
2011,6,7,17,6187
2011,6,7,18,6127
2011,6,7,19,6208
2011,6,7,20,6497
2011,6,7,21,6549
2011,6,7,22,6024
2011,6,7,23,5525
2011,6,8,0,5235
2011,6,8,1,5109
2011,6,8,2,5061
2011,6,8,3,5080
2011,6,8,4,5057
2011,6,8,5,5290
2011,6,8,6,5875
2011,6,8,7,6266
2011,6,8,8,6462
2011,6,8,9,6452
2011,6,8,10,6464
2011,6,8,11,6543
2011,6,8,12,6667
2011,6,8,13,6672
2011,6,8,14,6568
2011,6,8,15,6400
2011,6,8,16,6345
2011,6,8,17,6240
2011,6,8,18,6227
2011,6,8,19,6339
2011,6,8,20,6767
2011,6,8,21,6572
2011,6,8,22,5986
2011,6,8,23,5510
2011,6,9,0,5244
2011,6,9,1,5035
2011,6,9,2,5016
2011,6,9,3,5047
2011,6,9,4,5037
2011,6,9,5,5295
2011,6,9,6,5837
2011,6,9,7,6245
2011,6,9,8,6540
2011,6,9,9,6674
2011,6,9,10,6751
2011,6,9,11,6759
2011,6,9,12,6774
2011,6,9,13,6615
2011,6,9,14,6579
2011,6,9,15,6497
2011,6,9,16,6455
2011,6,9,17,6081
2011,6,9,18,6189
2011,6,9,19,6339
2011,6,9,20,6585
2011,6,9,21,6432
2011,6,9,22,5845
2011,6,9,23,5454
2011,6,10,0,5270
2011,6,10,1,5149
2011,6,10,2,5075
2011,6,10,3,5061
2011,6,10,4,5110
2011,6,10,5,5290
2011,6,10,6,5827
2011,6,10,7,6264
2011,6,10,8,6520
2011,6,10,9,6595
2011,6,10,10,6609
2011,6,10,11,6461
2011,6,10,12,6585
2011,6,10,13,6498
2011,6,10,14,6386
2011,6,10,15,6289
2011,6,10,16,6263
2011,6,10,17,6152
2011,6,10,18,6258
2011,6,10,19,6425
2011,6,10,20,6628
2011,6,10,21,6331
2011,6,10,22,5794
2011,6,10,23,5365
2011,6,11,0,5143
2011,6,11,1,4946
2011,6,11,2,5009
2011,6,11,3,4960
2011,6,11,4,4829
2011,6,11,5,4758
2011,6,11,6,4917
2011,6,11,7,5344
2011,6,11,8,5567
2011,6,11,9,5638
2011,6,11,10,5726
2011,6,11,11,5566
2011,6,11,12,5659
2011,6,11,13,5469
2011,6,11,14,5443
2011,6,11,15,5418
2011,6,11,16,5415
2011,6,11,17,5446
2011,6,11,18,5478
2011,6,11,19,5652
2011,6,11,20,5890
2011,6,11,21,5814
2011,6,11,22,5391
2011,6,11,23,4977
2011,6,12,0,4685
2011,6,12,1,4601
2011,6,12,2,4481
2011,6,12,3,4515
2011,6,12,4,4374
2011,6,12,5,4177
2011,6,12,6,4229
2011,6,12,7,4491
2011,6,12,8,4763
2011,6,12,9,4862
2011,6,12,10,4902
2011,6,12,11,4898
2011,6,12,12,4925
2011,6,12,13,4809
2011,6,12,14,4827
2011,6,12,15,4793
2011,6,12,16,4908
2011,6,12,17,4810
2011,6,12,18,4799
2011,6,12,19,4966
2011,6,12,20,5323
2011,6,12,21,5323
2011,6,12,22,5029
2011,6,12,23,4677
2011,6,13,0,4346
2011,6,13,1,4346
2011,6,13,2,4316
2011,6,13,3,4329
2011,6,13,4,4202
2011,6,13,5,4093
2011,6,13,6,4440
2011,6,13,7,4761
2011,6,13,8,4984
2011,6,13,9,5134
2011,6,13,10,5215
2011,6,13,11,5192
2011,6,13,12,5213
2011,6,13,13,5146
2011,6,13,14,5130
2011,6,13,15,5093
2011,6,13,16,5073
2011,6,13,17,5018
2011,6,13,18,5056
2011,6,13,19,5229
2011,6,13,20,5609
2011,6,13,21,5760
2011,6,13,22,5171
2011,6,13,23,4848
2011,6,14,0,4549
2011,6,14,1,4529
2011,6,14,2,4512
2011,6,14,3,4425
2011,6,14,4,4520
2011,6,14,5,4796
2011,6,14,6,5521
2011,6,14,7,6069
2011,6,14,8,6251
2011,6,14,9,6311
2011,6,14,10,6256
2011,6,14,11,6323
2011,6,14,12,6455
2011,6,14,13,6356
2011,6,14,14,6162
2011,6,14,15,6017
2011,6,14,16,6052
2011,6,14,17,5927
2011,6,14,18,5976
2011,6,14,19,6147
2011,6,14,20,6426
2011,6,14,21,6407
2011,6,14,22,5847
2011,6,14,23,5322
2011,6,15,0,5052
2011,6,15,1,5001
2011,6,15,2,4942
2011,6,15,3,4987
2011,6,15,4,4982
2011,6,15,5,5221
2011,6,15,6,5768
2011,6,15,7,6230
2011,6,15,8,6396
2011,6,15,9,6464
2011,6,15,10,6496
2011,6,15,11,6526
2011,6,15,12,6614
2011,6,15,13,6527
2011,6,15,14,6417
2011,6,15,15,6302
2011,6,15,16,6219
2011,6,15,17,6022
2011,6,15,18,6039
2011,6,15,19,6162
2011,6,15,20,6523
2011,6,15,21,6505
2011,6,15,22,5943
2011,6,15,23,5524
2011,6,16,0,5263
2011,6,16,1,5131
2011,6,16,2,5096
2011,6,16,3,5124
2011,6,16,4,5129
2011,6,16,5,5273
2011,6,16,6,5838
2011,6,16,7,6277
2011,6,16,8,6489
2011,6,16,9,6596
2011,6,16,10,6513
2011,6,16,11,6654
2011,6,16,12,6684
2011,6,16,13,6608
2011,6,16,14,6564
2011,6,16,15,6448
2011,6,16,16,6366
2011,6,16,17,6180
2011,6,16,18,6177
2011,6,16,19,6237
2011,6,16,20,6550
2011,6,16,21,6597
2011,6,16,22,6007
2011,6,16,23,5568
2011,6,17,0,5322
2011,6,17,1,5212
2011,6,17,2,5125
2011,6,17,3,5156
2011,6,17,4,5100
2011,6,17,5,5275
2011,6,17,6,5796
2011,6,17,7,6246
2011,6,17,8,6493
2011,6,17,9,6537
2011,6,17,10,6528
2011,6,17,11,6626
2011,6,17,12,6618
2011,6,17,13,6630
2011,6,17,14,6456
2011,6,17,15,6387
2011,6,17,16,6257
2011,6,17,17,6141
2011,6,17,18,6094
2011,6,17,19,6253
2011,6,17,20,6484
2011,6,17,21,6545
2011,6,17,22,5977
2011,6,17,23,5438
2011,6,18,0,5143
2011,6,18,1,4973
2011,6,18,2,4866
2011,6,18,3,4871
2011,6,18,4,4777
2011,6,18,5,4818
2011,6,18,6,5123
2011,6,18,7,5469
2011,6,18,8,5843
2011,6,18,9,5996
2011,6,18,10,6062
2011,6,18,11,6035
2011,6,18,12,6029
2011,6,18,13,5904
2011,6,18,14,5806
2011,6,18,15,5763
2011,6,18,16,5768
2011,6,18,17,5738
2011,6,18,18,5806
2011,6,18,19,5768
2011,6,18,20,6136
2011,6,18,21,6241
2011,6,18,22,5727
2011,6,18,23,5274
2011,6,19,0,4899
2011,6,19,1,4696
2011,6,19,2,4666
2011,6,19,3,4597
2011,6,19,4,4443
2011,6,19,5,4368
2011,6,19,6,4535
2011,6,19,7,4913
2011,6,19,8,5155
2011,6,19,9,5295
2011,6,19,10,5412
2011,6,19,11,5453
2011,6,19,12,5373
2011,6,19,13,5308
2011,6,19,14,5276
2011,6,19,15,5295
2011,6,19,16,5323
2011,6,19,17,5334
2011,6,19,18,5427
2011,6,19,19,5569
2011,6,19,20,5867
2011,6,19,21,5891
2011,6,19,22,5439
2011,6,19,23,5012
2011,6,20,0,4744
2011,6,20,1,4639
2011,6,20,2,4548
2011,6,20,3,4664
2011,6,20,4,4654
2011,6,20,5,4908
2011,6,20,6,5415
2011,6,20,7,5926
2011,6,20,8,6254
2011,6,20,9,6405
2011,6,20,10,6441
2011,6,20,11,6534
2011,6,20,12,6580
2011,6,20,13,6531
2011,6,20,14,6422
2011,6,20,15,6309
2011,6,20,16,6240
2011,6,20,17,6135
2011,6,20,18,6080
2011,6,20,19,6211
2011,6,20,20,6494
2011,6,20,21,6446
2011,6,20,22,5888
2011,6,20,23,5430
2011,6,21,0,5192
2011,6,21,1,5058
2011,6,21,2,5006
2011,6,21,3,4969
2011,6,21,4,4952
2011,6,21,5,5083
2011,6,21,6,5641
2011,6,21,7,6079
2011,6,21,8,6365
2011,6,21,9,6559
2011,6,21,10,6543
2011,6,21,11,6588
2011,6,21,12,6655
2011,6,21,13,6578
2011,6,21,14,6494
2011,6,21,15,6380
2011,6,21,16,6269
2011,6,21,17,6177
2011,6,21,18,6154
2011,6,21,19,6239
2011,6,21,20,6504
2011,6,21,21,6606
2011,6,21,22,5994
2011,6,21,23,5435
2011,6,22,0,5236
2011,6,22,1,5117
2011,6,22,2,5043
2011,6,22,3,5050
2011,6,22,4,5006
2011,6,22,5,5244
2011,6,22,6,5716
2011,6,22,7,6144
2011,6,22,8,6480
2011,6,22,9,6596
2011,6,22,10,6634
2011,6,22,11,6624
2011,6,22,12,6790
2011,6,22,13,6701
2011,6,22,14,6635
2011,6,22,15,6505
2011,6,22,16,6410
2011,6,22,17,6334
2011,6,22,18,6259
2011,6,22,19,6279
2011,6,22,20,6567
2011,6,22,21,6681
2011,6,22,22,6084
2011,6,22,23,5473
2011,6,23,0,5257
2011,6,23,1,5156
2011,6,23,2,5092
2011,6,23,3,5119
2011,6,23,4,5068
2011,6,23,5,5192
2011,6,23,6,5691
2011,6,23,7,6255
2011,6,23,8,6497
2011,6,23,9,6695
2011,6,23,10,6796
2011,6,23,11,6843
2011,6,23,12,6933
2011,6,23,13,6888
2011,6,23,14,6751
2011,6,23,15,6665
2011,6,23,16,6564
2011,6,23,17,6443
2011,6,23,18,6464
2011,6,23,19,6450
2011,6,23,20,6699
2011,6,23,21,6805
2011,6,23,22,6212
2011,6,23,23,5690
2011,6,24,0,5431
2011,6,24,1,5255
2011,6,24,2,5147
2011,6,24,3,5183
2011,6,24,4,5163
2011,6,24,5,5314
2011,6,24,6,5794
2011,6,24,7,6312
2011,6,24,8,6598
2011,6,24,9,6759
2011,6,24,10,6801
2011,6,24,11,6881
2011,6,24,12,6936
2011,6,24,13,6816
2011,6,24,14,6644
2011,6,24,15,6545
2011,6,24,16,6426
2011,6,24,17,6333
2011,6,24,18,6323
2011,6,24,19,6335
2011,6,24,20,6546
2011,6,24,21,6532
2011,6,24,22,5961
2011,6,24,23,5534
2011,6,25,0,5302
2011,6,25,1,5144
2011,6,25,2,5058
2011,6,25,3,5087
2011,6,25,4,4934
2011,6,25,5,4883
2011,6,25,6,5051
2011,6,25,7,5308
2011,6,25,8,5666
2011,6,25,9,5877
2011,6,25,10,5986
2011,6,25,11,5974
2011,6,25,12,5894
2011,6,25,13,5728
2011,6,25,14,5773
2011,6,25,15,5636
2011,6,25,16,5553
2011,6,25,17,5450
2011,6,25,18,5509
2011,6,25,19,5676
2011,6,25,20,5965
2011,6,25,21,5866
2011,6,25,22,5380
2011,6,25,23,5087
2011,6,26,0,4721
2011,6,26,1,4599
2011,6,26,2,4498
2011,6,26,3,4466
2011,6,26,4,4356
2011,6,26,5,4198
2011,6,26,6,4415
2011,6,26,7,4686
2011,6,26,8,4871
2011,6,26,9,5002
2011,6,26,10,5031
2011,6,26,11,5081
2011,6,26,12,5054
2011,6,26,13,4964
2011,6,26,14,4962
2011,6,26,15,4930
2011,6,26,16,4983
2011,6,26,17,4982
2011,6,26,18,5102
2011,6,26,19,5273
2011,6,26,20,5536
2011,6,26,21,5642
2011,6,26,22,5115
2011,6,26,23,4769
2011,6,27,0,4535
2011,6,27,1,4456
2011,6,27,2,4412
2011,6,27,3,4411
2011,6,27,4,4403
2011,6,27,5,4700
2011,6,27,6,5423
2011,6,27,7,5879
2011,6,27,8,6188
2011,6,27,9,6248
2011,6,27,10,6257
2011,6,27,11,6344
2011,6,27,12,6388
2011,6,27,13,6341
2011,6,27,14,6218
2011,6,27,15,6145
2011,6,27,16,6094
2011,6,27,17,5991
2011,6,27,18,5988
2011,6,27,19,5973
2011,6,27,20,6295
2011,6,27,21,6385
2011,6,27,22,5737
2011,6,27,23,5357
2011,6,28,0,5111
2011,6,28,1,4925
2011,6,28,2,4894
2011,6,28,3,5030
2011,6,28,4,4908
2011,6,28,5,5081
2011,6,28,6,5578
2011,6,28,7,6083
2011,6,28,8,6303
2011,6,28,9,6347
2011,6,28,10,6418
2011,6,28,11,6447
2011,6,28,12,6491
2011,6,28,13,6367
2011,6,28,14,6272
2011,6,28,15,6059
2011,6,28,16,6082
2011,6,28,17,6025
2011,6,28,18,6054
2011,6,28,19,6236
2011,6,28,20,6462
2011,6,28,21,6255
2011,6,28,22,5659
2011,6,28,23,5292
2011,6,29,0,5051
2011,6,29,1,4909
2011,6,29,2,4893
2011,6,29,3,4951
2011,6,29,4,4899
2011,6,29,5,5087
2011,6,29,6,5523
2011,6,29,7,5967
2011,6,29,8,6137
2011,6,29,9,6172
2011,6,29,10,6223
2011,6,29,11,6209
2011,6,29,12,6239
2011,6,29,13,6225
2011,6,29,14,6087
2011,6,29,15,6091
2011,6,29,16,5889
2011,6,29,17,5846
2011,6,29,18,5931
2011,6,29,19,6105
2011,6,29,20,6394
2011,6,29,21,6273
2011,6,29,22,5750
2011,6,29,23,5335
2011,6,30,0,5105
2011,6,30,1,5036
2011,6,30,2,5009
2011,6,30,3,5023
2011,6,30,4,5028
2011,6,30,5,5247
2011,6,30,6,5773
2011,6,30,7,6205
2011,6,30,8,6429
2011,6,30,9,6522
2011,6,30,10,6515
2011,6,30,11,6484
2011,6,30,12,6487
2011,6,30,13,6355
2011,6,30,14,6148
2011,6,30,15,6086
2011,6,30,16,6034
2011,6,30,17,5944
2011,6,30,18,5983
2011,6,30,19,6199
2011,6,30,20,6377
2011,6,30,21,6295
2011,6,30,22,5821
2011,6,30,23,5306
2011,7,1,0,5012
2011,7,1,1,4846
2011,7,1,2,4798
2011,7,1,3,4793
2011,7,1,4,4790
2011,7,1,5,5028
2011,7,1,6,5491
2011,7,1,7,5880
2011,7,1,8,6124
2011,7,1,9,6208
2011,7,1,10,6187
2011,7,1,11,6288
2011,7,1,12,6310
2011,7,1,13,6160
2011,7,1,14,6063
2011,7,1,15,5965
2011,7,1,16,5912
2011,7,1,17,5870
2011,7,1,18,5868
2011,7,1,19,6010
2011,7,1,20,6265
2011,7,1,21,6173
2011,7,1,22,5609
2011,7,1,23,5208
2011,7,2,0,4876
2011,7,2,1,4699
2011,7,2,2,4593
2011,7,2,3,4546
2011,7,2,4,4499
2011,7,2,5,4484
2011,7,2,6,4709
2011,7,2,7,5157
2011,7,2,8,5472
2011,7,2,9,5640
2011,7,2,10,5688
2011,7,2,11,5668
2011,7,2,12,5599
2011,7,2,13,5418
2011,7,2,14,5219
2011,7,2,15,5214
2011,7,2,16,5133
2011,7,2,17,5019
2011,7,2,18,5005
2011,7,2,19,5228
2011,7,2,20,5553
2011,7,2,21,5552
2011,7,2,22,5084
2011,7,2,23,4552
2011,7,3,0,4403
2011,7,3,1,4378
2011,7,3,2,4345
2011,7,3,3,4310
2011,7,3,4,4288
2011,7,3,5,4214
2011,7,3,6,4301
2011,7,3,7,4520
2011,7,3,8,4742
2011,7,3,9,4827
2011,7,3,10,4874
2011,7,3,11,4705
2011,7,3,12,4720
2011,7,3,13,4781
2011,7,3,14,4715
2011,7,3,15,4728
2011,7,3,16,4731
2011,7,3,17,4760
2011,7,3,18,4842
2011,7,3,19,5024
2011,7,3,20,5409
2011,7,3,21,5447
2011,7,3,22,5021
2011,7,3,23,4625
2011,7,4,0,4356
2011,7,4,1,4227
2011,7,4,2,4194
2011,7,4,3,4147
2011,7,4,4,4207
2011,7,4,5,4506
2011,7,4,6,5146
2011,7,4,7,5676
2011,7,4,8,6043
2011,7,4,9,6101
2011,7,4,10,6122
2011,7,4,11,6102
2011,7,4,12,6166
2011,7,4,13,6056
2011,7,4,14,5981
2011,7,4,15,5849
2011,7,4,16,5718
2011,7,4,17,5668
2011,7,4,18,5742
2011,7,4,19,5873
2011,7,4,20,6213
2011,7,4,21,6110
2011,7,4,22,5559
2011,7,4,23,5122
2011,7,5,0,4887
2011,7,5,1,4768
2011,7,5,2,4626
2011,7,5,3,4708
2011,7,5,4,4745
